Line,Speaker,Text,Date
280,Pence,"Elaine, to your point, those judges said it was because there wasn't any evidence yet that -- that ISIS had infiltrated the United States. Well, Germany just arrested three Syrian refugees that were connected to ISIS.",2016-10-04
281,CANDIDATES,(CROSSTALK),2016-10-04
282,Kaine,But they told you there's a right way and a wrong way to do it.,2016-10-04
283,Pence,"But, look, if you're going to be critical of me on that, that's fair game. I will tell you, after two Syrian refugees were involved in the attack in Paris that is called Paris' 9/11, as governor of the state of Indiana, I have no higher priority than the safety and security of the people of my state.",2016-10-04
284,Kaine,"But, Governor Pence...",2016-10-04
285,Pence,So you bet I suspended that program.,2016-10-04
286,Kaine,"But, Governor Pence, I just...",2016-10-04
287,Pence,"And I stand by that decision. And if I'm vice president of the United States or Donald Trump is president, we're going to put the safety and security of the American people first.",2016-10-04
288,Kaine,Sure. Can we just be clear -- Hillary and I will do immigration enforcement and we'll vet refugees based on whether they're dangerous or not. We won't do it based on discriminating against you from the country you come from or the religion that you practice.,2016-10-04
289,Pence,But the problem with that...,2016-10-04
290,Kaine,That is completely antithetical to the Jeffersonian values of...,2016-10-04
291,CANDIDATES,(CROSSTALK),2016-10-04
292,Pence,"Elaine, the director of the FBI, our homeland security, said we can't know for certain who these people are coming from Syria.",2016-10-04
293,Kaine,"Yes, we can, and when we don't let them know, we don't let them in.",2016-10-04
294,Pence,So -- the FBI...,2016-10-04
295,Kaine,"When we don't know who they are, we don't let them in.",2016-10-04
296,Pence,"The FBI and homeland security said we can't know for certain. You've got to err on the side of the safety and security of the American people, Senator. I understand the...",2016-10-04
297,Kaine,By trashing all Syrians or trashing all Muslims?,2016-10-04
298,Pence,... the U.N. wants us to expand the Syrian refugee program...,2016-10-04
299,Quijano,"Senator Kaine, let me ask you this. Secretary Clinton...",2016-10-04
300,Pence,We're going to put the safety and security of the American people first.,2016-10-04
301,Quijano,... has talked about an intelligence surge.,2016-10-04
302,Kaine,Yes.,2016-10-04
303,Quijano,What exactly would an intelligence surge look like? And how would that help identify terrorists with no operational connection to a foreign terrorist organization?,2016-10-04
304,Kaine,"Intelligence surge is two-thirds, Elaine. It's two things. It's, first, dramatically expanding our intelligence capacities by hiring great professionals, but also we've got some of the best intel and cyber employees in the world right here in the United States working for many of our private sector companies. So it involves increasing our own workforce, but striking great partnerships with some of our cyber and intel experts in the private sector so that we can, consistent with constitutional principles, gather more intelligence. But the second piece of this is really, really important. It also means creating stronger alliances, because you gather intelligence and then you share your intelligence back and forth with allies. And that's how you find out who may be trying to recruit, who may be trying to come to one country or the next. Alliances are critical. That's why Donald Trump's claim that he wants to -- that NATO is obsolete and that we need to get rid of NATO is so dangerous.",2016-10-04
305,Pence,That's not his plan.,2016-10-04
306,Kaine,"Well, he said NATO is obsolete. And, look, if you put aside -- push aside your alliances, who you're going to share intelligence with? Hillary Clinton is the secretary of state who knows how to build alliances. She built the sanctions regime around the word that stopped the Iranian nuclear weapons program. And that's what an intelligence surge means. Better skill and capacity, but also better alliances.",2016-10-04
307,Quijano,All right. I'd like to turn now to the tragedy in Syria. Two hundred fifty thousand...,2016-10-04
308,Pence,Can I speak about the cybersecurity surge at all?,2016-10-04
309,Quijano,"You can -- you can have 30 seconds, Governor, quickly, please.",2016-10-04
310,Pence,"First, Donald Trump just spoke about this issue this week. We have got to bring together the best resources of this country to understand that cyber warfare is the new warfare of the asymmetrical enemies that we face in this country. And I look forward if I'm privileged to be in this role of working with you in the Senate to make sure that we resource that effort.",2016-10-04
311,Kaine,We will work together in whatever roles we inhabit.,2016-10-04
312,Pence,"We have an intelligence, sir (ph). But I will also tell you that it's important in this moment to remember that Hillary Clinton had a private server in her home that had classified information on it...",2016-10-04
313,Quijano,And I don't -- 30 seconds is on up.,2016-10-04
314,Pence,"... about drone strikes, e-mails from the president of the United States of America were on there.",2016-10-04
315,Quijano,Right.,2016-10-04
316,Pence,Her private server was subject to being hacked by foreign...,2016-10-04
317,CANDIDATES,(CROSSTALK),2016-10-04
318,Quijano,"I'd like to ask you about Syria, Governor.",2016-10-04
319,Pence,We could put cybersecurity first if we just make sure the next secretary of state doesn't have a private server. (,2016-10-04
320,CANDIDATES,(CROSSTALK),2016-10-04
321,Kaine,And all investigation concluded that not one reasonable prosecutor would take any additional step. You don't get to decide the rights and wrongs of this. We have a justice system that does that. And a Republican FBI director did an investigation and concluded that... (,2016-10-04
322,CANDIDATES,(CROSSTALK),2016-10-04
323,Quijano,"All right, we are moving on now. Two hundred fifty thousand people...",2016-10-04
324,Pence,If your son or my son handled classified information the way Hillary Clinton did...,2016-10-04
325,Quijano,... one hundred thousand of them children -- Governor...,2016-10-04
326,Pence,... they'd be court martialed.,2016-10-04
327,Kaine,That is absolutely false and you know that.,2016-10-04
328,Pence,Absolutely true.,2016-10-04
329,Kaine,"And you know that, Governor.",2016-10-04
330,Quijano,Governor...,2016-10-04
331,Pence,It's absolutely true.,2016-10-04
332,Quijano,"Gentlemen, please.",2016-10-04
333,Kaine,Because the FBI did an investigation.,2016-10-04
334,Quijano,Gentlemen.,2016-10-04
335,Kaine,And they concluded that there was no reasonable prosecutor who would take it further. Sorry.,2016-10-04
336,Quijano,"Senator Kaine, Governor Pence, please.",2016-10-04
337,Kaine,Syria.,2016-10-04
338,Quijano,"I want to turn now to Syria. Two hundred fifty thousand people, 100,000 of them children, are under siege in Aleppo, Syria. Bunker buster bombs, cluster munitions, and incendiary weapons are being dropped on them by Russian and Syrian militaries. Does the U.S. have a responsibility to protect civilians and prevent mass casualties on this scale, Governor Pence?",2016-10-04
339,Pence,"The United States of America needs to begin to exercise strong leadership to protect the vulnerable citizens and over 100,000 children in Aleppo. Hillary Clinton's top priority when she became secretary of state was the Russian reset, the Russians reset. After the Russian reset, the Russians invaded Ukraine and took over Crimea. And the small and bullying leader of Russia is now dictating terms to the United States to the point where all the United States of America -- the greatest nation on Earth -- just withdraws from talks about a cease-fire while Vladimir Putin puts a missile defense system in Syria while he marshals the forces and begins -- look, we have got to begin to lean into this with strong, broad-shouldered American leadership. It begins by rebuilding our military. And the Russians and the Chinese have been making enormous investments in the military. We have the smallest Navy since 1916. We have the lowest number of troops since the end of the Second World War. We've got to work with Congress, and Donald Trump will, to rebuild our military and project American strength in the world. But about Aleppo and about Syria, I truly do believe that what America ought to do right now is immediately establish safe zones, so that families and vulnerable families with children can move out of those areas, work with our Arab partners, real time, right now, to make that happen. And secondly, I just have to tell you that the provocations by Russia need to be met with American strength. And if Russia chooses to be involved and continue, I should say, to be involved in this barbaric attack on civilians in Aleppo, the United States of America should be prepared to use military force to strike military targets of the Assad regime to prevent them from this humanitarian crisis that is taking place in Aleppo. There's a broad range of other things that we ought to do, as well. We ought to deploy a missile defense shield to the Czech Republic and Poland which Hillary Clinton and Barack Obama pulled back on out of not wanting to offend the Russians back in 2009.",2016-10-04
340,Quijano,"Governor, your two minutes are up.",2016-10-04
341,Pence,"We've just got to have American strength on the world stage. When Donald Trump becomes president of the United States, the Russians and other countries in the world will know they're dealing with a strong American president.",2016-10-04
342,Quijano,Senator Kaine?,2016-10-04
343,Kaine,"Hillary and I also agree that the establishment of humanitarian zones in northern Syria with the provision of international human aid, consistent with the U.N. Security Council resolution that was passed in February 2014, would be a very, very good idea. And Hillary also has the ability to stand up to Russia in a way that this ticket does not. Donald Trump, again and again, has praised Vladimir Putin. And it's clear that he has business dealings with Russian oligarchs who are very connected to Putin. The Trump campaign management team had to be fired a month or so ago because of those shadowy connections with pro-Putin forces. Governor Pence made the odd claim, he said inarguably Vladimir Putin is a better leader than President Obama. Vladimir Putin has run his economy into the ground. He persecutes LGBT folks and journalists. If you don't know the difference between dictatorship and leadership, then you got to go back to a fifth-grade civics class. I'll tell you what offends me...",2016-10-04
344,Pence,"Well, that offended me.",2016-10-04
345,Kaine,"Governor Pence just said -- Governor Pence just said that Donald Trump will rebuild the military. No, he won't. Donald Trump is avoiding paying taxes. The New York Times story -- and we need to get this -- but the New York Times suggested that he probably didn't pay taxes for about 18 years starting in 1995. Those years included the years of 9/11. So get this. On 9/11, Hillary Clinton and Donald Trump's hometown was attacked by the worst terrorist attack in the history of the United States. Young men and women -- young men and women signed up to serve in the military to fight terrorism. Hillary Clinton went to Washington to get funds to rebuild her city and protect first responders, but Donald Trump was fighting a very different fight. It was a fight to avoid paying taxes so that he wouldn't support the fight against terror.",2016-10-04
346,Quijano,"The question was about Aleppo, Senator.",2016-10-04
347,Kaine,"He wouldn't support troops. He wouldn't -- he wouldn't support -- this is important, Elaine. When a guy running for president will not support the troops, not support veterans, not support teachers, that's really important.",2016-10-04
348,Quijano,Right.,2016-10-04
349,Kaine,"And I said about Aleppo, we do agree the notion is we have to create a humanitarian zone in northern Syria. It's very important.",2016-10-04
350,Quijano,"Governor Pence, you had mentioned no-fly zone. Where would you propose setting up a safe zone specifically? How would you keep it safe?",2016-10-04
351,Pence,"Well, first and foremost, Donald Trump supports our troops. Donald Trump supports our veterans.",2016-10-04
352,Kaine,He won't pay taxes.,2016-10-04
353,Pence,Donald Trump has paid all the taxes that he's -- do you not take deductions? How does that work?,2016-10-04
354,Quijano,"Gentlemen, this is about Syria. I'd like to...",2016-10-04
355,CANDIDATES,(CROSSTALK),2016-10-04
356,Pence,"Honestly, Senator. Honestly, Senator.",2016-10-04
357,Kaine,It is about our troops. It is about our troops.,2016-10-04
358,Pence,I understand why you want to change -- I understand why you want to change the subject.,2016-10-04
359,Kaine,How can you support the troops if you won't pay taxes?,2016-10-04
360,Pence,I understand why you want to change the subject. And let me be very clear on this Russian thing. The larger question here...,2016-10-04
361,Kaine,Do you think Donald Trump is smart to not pay taxes?,2016-10-04
